Species ID	Species fullname	Number of contigs	Total contig length	N50 length	N90 length	Max length	% G+C content	% CheckM completeness	% CheckM contamination	Quality score	Phylum	Class	Order	Family	Genus	Species
M45A	Muribaculaceae M45A	52	2716469	82045	24409	176779	48.6	93.84	0.94	89.14	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NA	NA
M45B	Lachnospiraceae M45B	40	3142873	122990	41591	380253	40.73	97.99	0	97.99	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M45C	Eubacterium M45C	78	2798361	95531	13524	262560	36.87	99.33	1.34	92.63	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M45D	CAG-611 M45D	199	865726	4661	2392	27684	28.26	75.28	1.12	69.68	Tenericutes	Mollicutes	Mycoplasmatales	CAG-611	CAG-611_NA	NA
M45E	Oscillospiraceae M45E	14	1787032	135272	80321	380007	52.67	75.84	0	75.84	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M45F	Ruminococcus M45F	49	2027076	81759	17697	296184	38.58	98.66	0.34	96.96	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	NA
M460	Eubacterium M460	238	2499941	15793	5044	70956	46.15	89.89	2.91	75.34	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M461	UBA9506 M461	428	3074133	9523	3263	55592	47.77	88.56	4.05	68.31	Firmicutes	Clostridia	Monoglobales	UBA9506	UBA9506_NA	NA
M462	Duncaniella M462	33	2192172	90405	34424	297568	51.49	70.94	1.7	62.44	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	NA
M463	Bacteroidaceae M463	295	3374649	16867	5296	76727	42.83	94.61	2.08	84.21	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae_NA	NA
M464	Marseille M464	122	2224732	30869	8560	239341	62.6	91.81	4.59	68.86	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Marseille	NA
M465	Butyricicoccus M465	116	2299708	35820	9901	123907	48.29	97.63	0.56	94.83	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	NA
M466	Marseille M466	151	2122133	23347	6238	81657	57.7	87.02	2.43	74.87	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Marseille	NA
M467	Collinsella intestinalis M467	11	1848298	314287	79364	372028	62.15	100	0	100	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis
M468	CAG-74 M468	343	2727302	10379	3858	83222	57.86	95.3	0.81	91.25	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M469	Porphyromonadaceae M469	36	2721953	114305	45580	240786	53.5	92.77	0.5	90.27	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_NA	NA
M46A	Streptococcus salivarius M46A	36	1907679	92436	25362	211018	39.81	96.88	0.58	93.98	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
M46B	Clostridium M46B	34	2845528	116814	46321	235178	44.63	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M46C	Alloscardovia omnicolens M46C	167	1089620	8181	3364	17313	46.56	71.25	0.68	67.85	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens
M46D	Oscillospiraceae M46D	50	2410186	81162	24167	222565	55.82	95.3	0.67	91.95	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M46E	Oscillospiraceae M46E	43	2114185	91641	23278	223182	55.41	99.33	0.67	95.98	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M46F	Clostridium M46F	85	4910226	80991	31901	231896	48.73	96.2	0	96.2	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M470	Clostridium M470	32	2875809	111494	56927	230273	46.15	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M471	Eisenbergiella massiliensis M471	182	5984408	46989	19066	152746	48.88	97.7	1.15	91.95	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella massiliensis
M472	Bacteroides fragilis M472	47	4709536	203825	54547	484549	43.28	99.26	0	99.26	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
M473	Faecalibacterium prausnitzii M473	31	2087750	104262	36233	235648	58.65	94.26	0.85	90.01	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
M474	Anaerostipes caccae M474	15	3206044	319463	140401	970072	44.39	99.33	4.03	79.18	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae
M475	Bacteroides ovatus M475	60	6477794	182482	63720	436615	41.78	99.46	0.11	98.91	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
M476	Alistipes ihumii M476	23	2536375	316439	61968	366501	58.27	100	0	100	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii
M477	Eubacterium ramulus M477	58	2726143	80731	22625	201071	43.53	98.66	0.86	94.36	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	Eubacterium ramulus
M478	Enterocloster M478	126	3188365	38095	13305	97588	43.16	98.81	0	98.81	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
M479	Blautia M479	266	2465402	13078	4582	47112	49.1	86.68	1.9	77.18	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M47A	Veillonella parvula M47A	76	1974745	41458	11786	114640	38.66	98.86	0	98.86	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
M47B	Anaerovoracaceae M47B	117	2253006	30490	8797	89641	46.2	93.04	0.53	90.39	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_NA	NA
M47C	Mycoplasma M47C	20	1011370	75590	38563	218011	26.57	82.58	1.12	76.98	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
M47D	Ruminococcaceae M47D	18	1763580	135146	56279	261039	46.68	80.98	0.67	77.63	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M47E	Christensenellaceae M47E	127	3411591	40658	12953	166829	58.8	95.3	0.81	91.25	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_NA	NA
M47F	Negativibacillus M47F	89	2425899	45351	13732	121529	56.77	93.29	1.01	88.24	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	NA
M480	Anaerovoracaceae M480	211	1972398	12124	4507	46326	48.12	89.72	0.71	86.17	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_NA	NA
M481	Clostridium M481	123	2342396	33624	9983	115172	38.57	85.47	0.68	82.07	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M482	Desulfovibrio desulfuricans M482	52	3236481	88435	34011	199193	57.87	97.04	0.59	94.09	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
M483	Eggerthella M483	20	1948018	231112	49371	301546	45.21	99.19	0.12	98.59	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	NA
M484	Monoglobus pectinilyticus M484	68	2570523	62357	16822	149507	37.1	96.09	0	96.09	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus pectinilyticus
M485	Ruminococcaceae M485	38	2134980	95728	23988	230851	52.14	96.42	0	96.42	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M486	Christensenellaceae M486	179	1433601	11172	3534	38594	53.35	83.89	1.4	76.89	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_NA	NA
M487	Oscillospiraceae M487	241	1758480	9510	3520	29714	59.67	86.47	3.02	71.37	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M488	Dorea faecis M488	23	3049309	231664	72145	726832	47.43	98.83	0.68	95.43	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea faecis
M489	Slackia isoflavoniconvertens M489	19	2300775	213103	64923	395527	57.54	99.19	0	99.19	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia isoflavoniconvertens
M48A	Eggerthellaceae M48A	61	2128838	61016	19976	139419	61.45	95.47	0.07	95.12	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthellaceae_NA	NA
M48B	Anaerobutyricum M48B	154	2941905	30855	9048	115914	47.99	94.63	1.68	86.23	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	NA
M48C	CAG-611 M48C	71	1126691	21508	7871	68176	34.93	91.57	0	91.57	Tenericutes	Mollicutes	Mycoplasmatales	CAG-611	CAG-611_NA	NA
M48D	Parabacteroides johnsonii M48D	33	4036600	168405	63786	350470	45.28	91.15	0	91.15	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii
M48E	Dorea scindens M48E	59	2772143	69553	19900	272372	47.28	96.88	0.03	96.73	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea scindens
M48F	Fusicatenibacter M48F	48	3384687	91613	35104	231892	48.45	99.37	1.11	93.82	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	NA
M490	Bacteroides M490	54	6430918	241575	54857	460992	41.26	97.83	0.67	94.48	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
M491	Erysipelatoclostridium M491	103	3012166	64277	12874	190022	29.42	81.13	1.89	71.68	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
M492	Ruminococcaceae M492	88	1934649	56923	9580	190772	57.42	91.28	0	91.28	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M493	Anaerostipes M493	68	2683231	71528	16693	153045	37.63	96.64	3.36	79.84	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA
M494	Evtepia M494	68	2002079	50355	15182	143483	62.31	88.03	1.34	81.33	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	NA
M495	Desulfovibrio desulfuricans M495	98	2854821	46096	13726	138359	58.14	98.75	0	98.75	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
M496	Desulfovibrio M496	67	3239791	72922	27094	180356	61.82	99.41	0	99.41	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
M497	Clostridium M497	49	4094940	187671	47275	550154	42.33	97.99	0.67	94.64	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M498	Lachnospiraceae M498	35	3469514	146557	59778	265972	46.79	97.28	3.93	77.63	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M499	Fusobacterium ulcerans M499	240	3364246	20968	6750	87845	29.94	100	2.25	88.75	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans
M49A	Oscillospiraceae M49A	64	2547374	65780	21930	267965	53.92	98.32	0.67	94.97	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M49B	Dorea M49B	55	2349124	119369	29743	280425	40.95	92.4	0.58	89.5	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
M49C	Lachnospiraceae M49C	377	5366705	21928	6716	138690	50.33	91.43	2.64	78.23	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M49D	Eubacterium M49D	78	3322952	74005	24318	237118	44.64	97.32	2.01	87.27	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M49E	Marseille M49E	75	2338642	55505	14007	192192	60.7	93.29	0	93.29	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Marseille	NA
M49F	Anaerotignum M49F	106	2605018	41212	12041	161158	52.44	95.75	0.34	94.05	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
M4A0	Clostridium M4A0	62	4911419	147387	48026	262456	50.98	95.25	1.9	85.75	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M4A1	Roseburia M4A1	94	3711538	72089	23790	178818	41.16	99.52	0	99.52	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
M4A2	Pseudoruminococcus M4A2	13	2168583	286387	91676	563921	36.57	99.33	0.34	97.63	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Pseudoruminococcus	NA
M4A3	Clostridium neonatale M4A3	346	4703700	22169	5942	119434	28.37	89.81	3.52	72.21	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	Clostridium neonatale
M4A4	Clostridioides difficile M4A4	193	4220905	43215	10116	125755	28.23	82.76	0	82.76	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
M4A5	Lacticaseibacillus M4A5	114	2298600	28325	9378	109995	52.14	97.91	1.83	88.76	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	NA
M4A6	Fusobacterium gonidiaformans M4A6	91	1723760	29294	10768	79094	32.51	94.38	0	94.38	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium gonidiaformans
M4A7	Eubacterium M4A7	288	2392378	11038	4087	35910	42.83	84.59	0.81	80.54	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M4A8	Butyricimonas M4A8	23	4724533	302728	129998	562221	43.76	96.77	1.08	91.37	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	NA
M4A9	Intestinimonas butyriciproducens M4A9	62	3350889	77138	29075	214098	59.47	98.66	0	98.66	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas butyriciproducens
M4AA	Duncaniella M4AA	61	3126983	79663	28071	177627	52.85	95.66	0.94	90.96	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	NA
M4AB	Parabacteroides gordonii M4AB	142	6345824	75470	22226	239199	44.29	96.6	2.54	83.9	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides gordonii
M4AC	Roseburia hominis M4AC	53	3170562	92443	26752	215230	49.27	99.44	0.24	98.24	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis
M4AD	Ruminococcaceae M4AD	323	1934283	7729	3126	25567	61.01	83.78	1.4	76.78	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M4AE	CAG-74 M4AE	137	2558357	29182	9277	94951	59.46	92.34	3.57	74.49	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M4AF	Christensenellaceae M4AF	59	1390833	41680	10592	94720	51.94	74.48	0	74.48	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_NA	NA
M4B0	Amedibacillus dolichus M4B0	45	1947586	53946	23957	168848	37.69	98.11	0	98.11	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus
M4B1	Akkermansia M4B1	17	3027417	296199	71157	639171	58.12	97.96	0.68	94.56	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
M4B2	Frisingicoccus M4B2	27	1980773	106880	38870	293568	45.9	81.21	0	81.21	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	NA
M4B3	Eggerthella lenta M4B3	56	3255788	82252	31113	293312	64.46	100	0	100	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta
M4B4	Clostridium M4B4	45	2203922	88999	28477	265442	47.34	98.23	0	98.23	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_Clostridium	NA
M4B5	Oscillospiraceae M4B5	25	2602689	165994	50152	567458	61.33	94.63	0.02	94.53	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M4B6	Massilimicrobiota M4B6	273	1864427	8687	3330	39063	31.33	80.85	2.83	66.7	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	NA
M4B7	Anaerobutyricum M4B7	25	2751578	163093	49663	452178	50.54	94.63	0.67	91.28	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	NA
M4B8	Oscillospiraceae M4B8	35	2856616	127876	44863	511037	58.44	98.99	1.01	93.94	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M4B9	Alistipes M4B9	325	3183989	13216	4653	71800	58.36	87.46	1.12	81.86	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M4BA	Acutalibacteraceae M4BA	81	1877868	33626	10823	187996	55.86	97.32	0.17	96.47	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M4BB	Acutalibacteraceae M4BB	83	2139344	40262	10801	178196	55.29	95.97	1.68	87.57	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M4BC	Mediterraneibacter M4BC	139	2874278	35893	9064	152897	51.27	93.66	2.36	81.86	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
M4BD	CAG-74 M4BD	268	3641988	18553	6258	65292	57.6	98.57	2.28	87.17	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M4BE	Gemmiger qucibialis M4BE	194	2525810	19090	5920	66474	56.26	98.64	0	98.64	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis
M4BF	Eubacterium M4BF	301	2856356	13074	4479	41905	47.86	80.26	2.94	65.56	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M4C0	Dorea M4C0	33	2219658	111867	37860	257676	47.33	88.89	0.58	85.99	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
M4C1	Ruminococcus M4C1	47	2819964	104643	38037	202946	43.45	98.1	0.63	94.95	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Ruminococcus	NA
M4C2	Ruminococcaceae M4C2	34	2058172	105169	31787	252726	50.16	99.33	0	99.33	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M4C3	Clostridium M4C3	76	1558659	33337	11057	88983	28.82	81.64	2.91	67.09	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M4C4	Clostridiaceae M4C4	16	1539940	205283	28835	497788	32.06	74.57	0	74.57	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_NA	NA
M4C5	Blautia massiliensis M4C5	54	3246114	102469	31857	233196	44.21	99.37	0.32	97.77	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia massiliensis
M4C6	Ruminococcaceae M4C6	86	2075819	40915	12259	92534	53.46	91.72	0.02	91.62	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M4C7	Eubacterium M4C7	31	1441497	67352	28134	149920	40.96	76.17	0	76.17	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Eubacterium	NA
M4C8	CAG-74 M4C8	64	2397038	46091	20632	139453	58.62	94.76	1.08	89.36	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M4C9	Oscillospiraceae M4C9	90	2115406	33752	12069	103271	58.21	97.09	0	97.09	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M4CA	Bacteroides M4CA	54	2751717	90152	29280	162679	47.88	95.95	0.24	94.75	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
M4CB	Prevotella M4CB	162	2820819	22835	8940	105891	49.91	94.02	1.98	84.12	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M4CC	Clostridium M4CC	86	1315563	26879	7070	85728	26.63	71.02	0.67	67.67	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M4CD	Paraprevotella M4CD	180	3177343	26180	8426	105743	56.75	92.63	0.37	90.78	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	NA
M4CE	Streptococcus M4CE	122	2193648	33265	7803	185751	39.34	96.98	2.6	83.98	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
M4CF	Weissella cibaria M4CF	87	2278724	39793	14176	145786	44.93	91.68	2.97	76.83	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella cibaria
M4D0	CAG-822 M4D0	23	1083593	57317	23136	228344	26.99	92.7	0.56	89.9	Tenericutes	Mollicutes	Mycoplasmatales	CAG-822	CAG-822_NA	NA
M4D1	Lachnospira M4D1	105	2865947	48584	13812	144250	37.32	98.3	0	98.3	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
M4D2	Mediterraneibacter M4D2	176	2619749	22132	7605	72723	46.81	87.7	2.92	73.1	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
M4D3	Catabacter M4D3	408	2664732	7596	3403	28543	63.38	86.83	2.9	72.33	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_Catabacter	NA
M4D4	Clostridium M4D4	59	2456617	59317	21286	190825	35.17	97.32	0	97.32	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Clostridium	NA
M4D5	Oscillospiraceae M4D5	55	1659917	42213	18507	148028	57.83	81.66	0	81.66	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M4D6	Dorea M4D6	132	3117828	48244	10332	167069	43.15	92.11	1.92	82.51	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
M4D7	Blautia M4D7	63	3124450	90559	27302	183807	44.75	99.37	0.32	97.77	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M4D8	Odoribacter massiliensis M4D8	31	3989847	284339	58964	502998	42.45	99.89	0	99.89	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter massiliensis
M4D9	Faecalimonas M4D9	87	1911330	38407	12701	67390	39.76	80.48	0.63	77.33	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	NA
M4DA	Marvinbryantia M4DA	43	3831933	126142	48825	242761	49.96	98.1	1.29	91.65	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	NA
M4DB	Schaedlerella M4DB	31	2702263	122705	58431	227863	41.83	96.49	0.58	93.59	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	NA
M4DC	Ruminococcus M4DC	21	2178859	141777	59730	309396	44.31	97.68	0	97.68	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	NA
M4DD	Gemmiger M4DD	43	2828038	106942	35710	446676	60.41	97.28	0	97.28	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
M4DE	Streptococcus lutetiensis M4DE	32	1806864	90700	28161	222654	37.38	100	0	100	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis
M4DF	Clostridium M4DF	134	2045774	20869	7832	68497	39.73	97.16	0.71	93.61	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_Clostridium	NA
M4E0	Alistipes M4E0	18	3310590	829224	74574	887146	59.5	99.04	0	99.04	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M4E1	Alistipes obesi M4E1	31	2628992	168611	42443	396837	60.28	99.52	0	99.52	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes obesi
M4E2	Ruminococcaceae M4E2	278	1917818	8725	3532	26283	49.98	79.45	1.14	73.75	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
